frame_index,timestamp,object_id,label,x_pixel,y_pixel,object_number,x_m,y_m,inside_pool
96,4083333,2,Object 3,155.0,271.5,3,8.561099538671257,4.931669285138722,True
97,4125000,2,Object 3,155.0,271.5,3,8.561099538671257,4.931669285138722,True
98,4166666,2,Object 3,155.5,271.0,3,8.55044887605363,4.907713417707535,True
99,4208333,2,Object 3,156.0,271.5,3,8.548549323948931,4.933536884167001,True
100,4250000,2,Object 3,157.5,272.0,3,8.534107325623495,4.9611980290389415,True
101,4291666,2,Object 3,159.5,273.0,3,8.51780254218741,5.014562304885968,True
102,4333333,2,Object 3,161.5,273.5,3,8.497136549484141,5.043071409621234,True
103,4375000,2,Object 3,164.0,275.0,3,8.479048963460725,5.121868877312071,True
104,4416666,2,Object 3,167.0,276.0,3,8.450363867189022,5.176752493379078,True
105,4458333,2,Object 3,170.0,277.0,3,8.421738674336819,5.2315214953536,True
106,4500000,2,Object 3,172.5,276.5,3,8.386061480187124,5.211666385482135,True
107,4541666,2,Object 3,175.0,277.0,3,8.359283227730735,5.240921562370977,True
108,4583333,2,Object 3,179.5,278.0,3,8.312042501704708,5.298411942727257,True
109,4625000,2,Object 3,181.0,278.5,3,8.297817375077859,5.32570365989657,True
110,4666666,2,Object 3,183.0,278.5,3,8.272848839976922,5.329473099124917,True
111,4708333,2,Object 3,185.5,279.0,3,8.246167726201909,5.35862477079181,True
112,4750000,2,Object 3,186.5,280.0,3,8.242763834827873,5.40929610435314,True
113,4791666,2,Object 3,188.0,279.5,3,8.219510374570802,5.387750480041126,True
114,4833333,2,Object 3,189.5,280.5,3,8.209907319650071,5.43930924411314,True
115,4875000,2,Object 3,190.5,281.0,3,8.201999400889525,5.465516592826445,True
116,4916666,2,Object 3,191.5,282.0,3,8.198655422996639,5.5159515234937375,True
117,4958333,2,Object 3,192.0,282.5,3,8.196986417958144,5.5411239845853375,True
118,5000000,2,Object 3,199.5,282.0,3,8.09903942009173,5.531096402203885,True
119,5041666,2,Object 3,200.5,282.5,3,8.091202344301337,5.557222627619471,True
120,5083333,2,Object 3,211.0,282.0,3,7.955629961595159,5.552899313297314,True
121,5125000,2,Object 3,215.5,283.0,3,7.908933704750858,5.609893141968076,True
122,5166666,2,Object 3,218.5,283.0,3,7.8715055539476495,5.615594767589538,True
123,5208333,2,Object 3,222.5,284.0,3,7.831154995252201,5.671539007079686,True
124,5250000,2,Object 3,226.5,283.5,3,7.776440198731117,5.654998593768906,True
125,5291666,2,Object 3,230.0,283.5,3,7.732728584379774,5.661664014498152,True
126,5333333,2,Object 3,231.5,285.0,3,7.728553828151438,5.736907933343208,True
127,5375000,2,Object 3,233.5,288.0,3,7.732674563375441,5.884681536694576,True
128,5416666,2,Object 3,237.5,289.0,3,7.69266561713625,5.940078723499278,True
129,5458333,2,Object 3,244.5,289.5,3,7.6106094013875385,5.977315579215553,True
130,5500000,2,Object 3,246.5,290.5,3,7.595579763939301,6.028728600545516,True
131,5541666,2,Object 3,249.5,290.0,3,7.553417687422003,6.010707458652636,True
132,5583333,2,Object 3,257.5,289.5,3,7.448981427003501,6.002252292083271,True
133,5625000,2,Object 3,270.0,289.5,3,7.293271317012509,6.026275969409203,True
134,5666666,2,Object 3,274.5,293.5,3,7.278091948796371,6.2246672212297405,True
135,5708333,2,Object 3,267.0,289.5,3,7.33066848667054,6.020506160776869,True
136,5750000,2,Object 3,253.0,293.0,3,7.539583812554196,6.159648161438086,True
137,5791666,2,Object 3,246.5,294.5,3,7.634596610431628,6.2178568050406255,True
138,5833333,2,Object 3,246.0,294.0,3,7.635916249687955,6.193358407294225,True
139,5875000,2,Object 3,275.0,294.5,3,7.28206708216187,6.272768078521787,True
140,5916666,2,Object 3,281.0,295.0,3,7.212788331201004,6.307885245472735,True
141,5958333,2,Object 3,286.5,293.0,3,7.123828337918845,6.224224040033992,True
142,6000000,2,Object 3,289.0,293.0,3,7.092717902125437,6.229056168165611,True
143,6041666,2,Object 3,290.5,292.0,3,7.0635719114742495,6.184624857994743,True
144,6083333,2,Object 3,296.5,291.0,3,6.978143725014544,6.148767583940449,True
145,6125000,2,Object 3,297.5,290.0,3,6.955006127628728,6.103122148597986,True
146,6166666,2,Object 3,297.5,289.5,3,6.949674502055185,6.079287678239353,True
147,6208333,2,Object 3,298.0,287.0,3,6.916633663238465,5.960626334099574,True
148,6250000,2,Object 3,300.0,286.0,3,6.880710435493606,5.916418779771045,True
149,6291666,2,Object 3,302.0,285.5,3,6.850115580187223,5.896195966011194,True
150,6333333,2,Object 3,305.0,283.5,3,6.790453866622138,5.805347965081714,True
151,6375000,2,Object 3,315.0,280.0,3,6.624873035062655,5.654285409246956,True
152,6416666,2,Object 3,318.5,278.5,3,6.563392535092704,5.587545574291318,True
153,6458333,2,Object 3,322.0,279.0,3,6.524459495899973,5.618809792826807,True
154,6500000,2,Object 3,325.5,278.5,3,6.474115517205485,5.601023509302467,True
155,6541666,2,Object 3,329.0,279.5,3,6.440941454089555,5.65679956137584,True
156,6583333,2,Object 3,335.0,277.5,3,6.341166335448394,5.5701725446121095,True
157,6625000,2,Object 3,339.0,280.0,3,6.3191661042925045,5.700577117242,True
158,6666666,2,Object 3,342.5,279.5,3,6.268634118856031,5.682864972571302,True
159,6708333,2,Object 3,346.5,280.5,3,6.229284627914086,5.739526607987673,True
160,6750000,2,Object 3,350.0,280.5,3,6.184587216739331,5.746301719174116,True
161,6791666,2,Object 3,354.0,281.5,3,6.1453476404283665,5.802861301251644,True
162,6833333,2,Object 3,357.0,282.0,3,6.112995667797237,5.83303977339352,True
163,6875000,2,Object 3,360.5,283.0,3,6.080256235554061,5.888465128240737,True
164,6916666,2,Object 3,363.0,282.0,3,6.03638920348254,5.844686452407202,True
165,6958333,2,Object 3,367.0,282.5,3,5.991308686869266,5.876792835421401,True
166,7000000,2,Object 3,370.5,283.0,3,5.952644084175483,5.907904953513847,True
167,7041666,2,Object 3,373.5,283.5,3,5.920392657587722,5.938020347570207,True
168,7083333,2,Object 3,377.5,283.5,3,5.869304210421618,5.945810633969352,True
169,7125000,2,Object 3,380.5,284.0,3,5.837090424977505,5.975907286091374,True
170,7166666,2,Object 3,383.5,284.0,3,5.798761919513897,5.981757638892858,True
171,7208333,2,Object 3,385.5,283.5,3,5.767033404372751,5.9614055270143815,True
172,7250000,2,Object 3,388.5,283.0,3,5.722449166373627,5.942971747173257,True
173,7291666,2,Object 3,390.5,282.0,3,5.684373257261249,5.898204347665936,True
174,7333333,2,Object 3,392.5,281.5,3,5.652454888646947,5.877722343456549,True
175,7375000,2,Object 3,395.0,281.5,3,5.620348025603519,5.882598765803348,True
176,7416666,2,Object 3,397.5,281.0,3,5.581917780995023,5.863059535954258,True
177,7458333,2,Object 3,400.0,280.5,3,5.543423214767299,5.843487602829007,True
178,7500000,2,Object 3,402.0,280.0,3,5.511307109727812,5.822907260635694,True
179,7541666,2,Object 3,404.5,279.5,3,5.472690304491722,5.803269613393892,True
180,7583333,2,Object 3,407.0,278.0,3,5.421128848856797,5.734404193097423,True
181,7625000,2,Object 3,409.5,278.0,3,5.388795907878464,5.739280475612587,True
182,7666666,2,Object 3,410.5,277.5,3,5.369375743136266,5.7165840898700795,True
183,7708333,2,Object 3,412.5,277.5,3,5.343478632452411,5.720485790527543,True
184,7750000,2,Object 3,413.5,277.0,3,5.324008499034249,5.69775579247186,True
185,7791666,2,Object 3,414.5,276.5,3,5.304510096785081,5.674992792563545,True
186,7833333,2,Object 3,416.5,276.0,3,5.271999039845479,5.654146981090336,True
187,7875000,2,Object 3,417.5,275.0,3,5.245844660051922,5.6065050614195675,True
188,7916666,2,Object 3,419.0,274.5,3,5.219724191754687,5.584583891720632,True
189,7958333,2,Object 3,420.5,274.0,3,5.1935636270215895,5.56262907175307,True
190,8000000,2,Object 3,421.0,274.0,3,5.187048735596606,5.563603601023712,True
191,8041666,2,Object 3,421.5,273.0,3,5.167224555849194,5.514721673125033,True
192,8083333,2,Object 3,422.0,272.0,3,5.147347075035198,5.465708316893535,True
193,8125000,2,Object 3,422.5,272.0,3,5.140812610850425,5.4666817263358665,True
194,8166666,2,Object 3,422.0,272.0,3,5.147347075035198,5.465708316893535,True
195,8208333,2,Object 3,422.0,272.0,3,5.147347075035198,5.465708316893535,True
196,8250000,2,Object 3,421.5,272.0,3,5.153881029811976,5.464734983335398,True
197,8291666,2,Object 3,421.0,271.5,3,5.153734168015374,5.43871975367844,True
198,8333333,2,Object 3,420.5,271.5,3,5.160271630911156,5.43774691300426,True
199,8375000,2,Object 3,420.0,271.5,3,5.1668085838919975,5.436774148210587,True
200,8416666,2,Object 3,420.0,271.0,3,5.1601286110524445,5.411700132910909,True
201,8458333,2,Object 3,420.0,271.0,3,5.1601286110524445,5.411700132910909,True
202,8500000,2,Object 3,419.0,271.5,3,5.179880960347478,5.43482884622925,True
203,8541666,2,Object 3,418.0,271.5,3,5.192951297858958,5.4328838476634225,True
204,8583333,2,Object 3,417.5,271.5,3,5.199485702159765,5.431911462139145,True
205,8625000,2,Object 3,416.5,271.5,3,5.212552982149562,5.429966918563505,True
206,8666666,2,Object 3,416.0,271.0,3,5.212442119009858,5.40392348912053,True
207,8708333,2,Object 3,416.0,270.0,3,5.199128567731981,5.353682554060356,True
208,8750000,2,Object 3,416.0,269.5,3,5.1924587212713025,5.328512761576132,True
209,8791666,2,Object 3,415.5,269.0,3,5.192335197962466,5.302339650179036,True
210,8833333,2,Object 3,415.5,268.0,3,5.178960874176135,5.2518356638504855,True
211,8875000,2,Object 3,415.0,268.5,3,5.192211522428144,5.276134284022417,True
212,8916666,2,Object 3,414.5,268.0,3,5.192087694386765,5.249896603445182,True
213,8958333,2,Object 3,414.5,267.5,3,5.185396506396101,5.224595609561173,True
214,9000000,2,Object 3,414.0,267.0,3,5.18526831338279,5.198292687455135,True
215,9041666,2,Object 3,414.0,267.5,3,5.191963713556067,5.22362654863901,True
216,9083333,2,Object 3,414.5,266.5,3,5.1719877531392076,5.173893882959222,True
217,9125000,2,Object 3,414.5,265.5,3,5.15854371449439,5.123058733804307,True
218,9166666,2,Object 3,415.0,266.0,3,5.158688686721381,5.149461079255511,True
219,9208333,2,Object 3,416.0,265.5,3,5.13878397945293,5.125962055022768,True
220,9250000,2,Object 3,416.5,265.5,3,5.1321963657837655,5.12692998088334,True
221,9291666,2,Object 3,417.5,265.0,3,5.112256675600855,5.103396102840619,True
222,9333333,2,Object 3,419.0,265.0,3,5.092473803490452,5.106299701150218,True
223,9375000,2,Object 3,419.5,265.0,3,5.0858784753254485,5.107267719525115,True
224,9416666,2,Object 3,421.0,264.5,3,5.0592852619114295,5.084666148058236,True
225,9458333,2,Object 3,422.5,264.5,3,5.039477642164379,5.087570248422165,True
226,9500000,2,Object 3,424.5,264.5,3,5.013060203529435,5.091443449449519,True
227,9541666,2,Object 3,425.5,264.0,3,4.992993643309275,5.067837472913164,True
228,9583333,2,Object 3,428.0,264.5,3,4.966809657707696,5.098224487689753,True
229,9625000,2,Object 3,429.5,265.0,3,4.95386287565394,5.126644090656028,True
230,9666666,2,Object 3,431.0,265.0,3,4.93404260566041,5.1295531779780195,True
231,9708333,2,Object 3,433.0,265.5,3,4.914514284082606,5.158914266368705,True
232,9750000,2,Object 3,435.5,266.0,3,4.888402828995536,5.189217108099613,True
233,9791666,2,Object 3,436.0,267.0,3,4.895621530061176,5.24098764411407,True
234,9833333,2,Object 3,438.0,267.0,3,4.869240350852281,5.244876322904211,True
235,9875000,2,Object 3,440.0,267.0,3,4.84285087915961,5.248766224035687,True
236,9916666,2,Object 3,441.0,267.0,3,4.829653032409916,5.250711633159541,True
237,9958333,2,Object 3,442.0,267.5,3,4.823405757913616,5.278011175721115,True
238,10000000,2,Object 3,443.0,267.5,3,4.810212989554024,5.279957908321598,True
239,10041666,2,Object 3,443.0,267.0,3,4.803251114658586,5.254603368883925,True
0,83333,3,Object 4,245.5,433.5,4,8.794183644106859,11.786177936241582,True
1,125000,3,Object 4,245.5,434.5,4,8.801206786228075,11.82027755541789,True
2,166666,3,Object 4,245.5,435.5,4,8.808214987250159,11.854304630741069,True
3,208333,3,Object 4,241.0,444.5,4,8.91702327315163,12.148358526418303,True
4,250000,3,Object 4,245.5,440.0,4,8.839568268044259,12.006534916922623,True
5,291666,3,Object 4,244.0,444.5,4,8.886093503361698,12.154333391418557,True
6,333333,3,Object 4,240.0,448.5,4,8.954442393259793,12.279204941355317,True
7,375000,3,Object 4,236.5,452.5,4,9.017080021129399,12.403966039352081,True
8,416666,3,Object 4,235.0,456.0,4,9.055545476879889,12.515344079051639,True
9,458333,3,Object 4,231.5,457.5,4,9.100951827434557,12.55714072534303,True
10,500000,3,Object 4,229.5,462.5,4,9.153628069263727,12.714601069485585,True
11,541666,3,Object 4,223.5,468.5,4,9.25219771511835,12.894218628852766,True
12,583333,3,Object 4,234.5,463.5,4,9.10962970373153,12.756629951334165,True
13,625000,3,Object 4,226.0,470.0,4,9.236610960026901,12.946700379748528,True
14,666666,3,Object 4,239.0,465.0,4,9.073994649838282,12.81358855963189,True
15,708333,3,Object 4,241.0,466.0,4,9.060359674172195,12.8494902987235,True
16,750000,3,Object 4,242.0,466.0,4,9.050288163181397,12.851480700658245,True
17,791666,3,Object 4,237.5,469.0,4,9.114984763963713,12.937897963539946,True
18,833333,3,Object 4,235.5,468.5,4,9.1318392688791,12.918065526464543,True
19,875000,3,Object 4,237.0,468.5,4,9.116782004405124,12.921048857135915,True
20,916666,3,Object 4,239.5,471.0,4,9.107813117341477,13.005132059905696,True
21,958333,3,Object 4,244.0,472.0,4,9.069208986589022,13.045616985573139,True
22,1000000,3,Object 4,246.0,471.5,4,9.04593793519218,13.033841455369759,True
23,1041666,3,Object 4,248.0,471.0,4,9.02263732822775,13.022050969568848,True
24,1083333,3,Object 4,253.5,471.5,4,8.97076763257604,13.048780461270432,True
25,1125000,3,Object 4,256.5,473.0,4,8.95058189596241,13.101980259474578,True
26,1166666,3,Object 4,258.0,473.0,4,8.935558039760789,13.104970543547436,True
34,1500000,3,Object 4,273.5,471.0,4,8.766577208090748,13.07291352201495,True
35,1541666,3,Object 4,290.0,469.5,4,8.589980992464648,13.058500679003092,True
36,1583333,3,Object 4,301.0,466.5,4,8.457451022492222,12.985282634767222,True
37,1625000,3,Object 4,307.5,463.5,4,8.36974403437692,12.902475521769015,True
38,1666666,3,Object 4,314.5,462.5,4,8.29108067142893,12.884449767434043,True
39,1708333,3,Object 4,316.5,459.5,4,8.248425991882023,12.79182651460659,True
40,1750000,3,Object 4,320.0,457.5,4,8.197600169329284,12.734098106473471,True
41,1791666,3,Object 4,331.0,451.5,4,8.038533418948187,12.56031063204198,True
42,1833333,3,Object 4,336.5,453.0,4,7.993283559010479,12.620600495465492,True
43,1875000,3,Object 4,341.5,449.5,4,7.914101802019739,12.515612878502393,True
44,1916666,3,Object 4,346.0,447.0,4,7.847481917354768,12.441978826433001,True
45,1958333,3,Object 4,346.5,444.0,4,7.818251828705131,12.343155717139854,True
46,2000000,3,Object 4,351.0,440.5,4,7.7428018842080375,12.234962550223997,True
47,2041666,3,Object 4,352.0,438.0,4,7.7118555256337915,12.152676094876197,True
48,2083333,3,Object 4,356.0,439.5,4,7.68207894806593,12.211393307324496,True
49,2125000,3,Object 4,356.5,438.5,4,7.668584200235632,12.178663352812945,True
50,2166666,3,Object 4,361.0,434.0,4,7.583667116745125,12.03503154195232,True
51,2208333,3,Object 4,364.0,431.5,4,7.530803036040001,11.955610167776777,True
52,2250000,3,Object 4,364.0,432.0,4,7.535030365386588,11.972744506537593,True
53,2291666,3,Object 4,367.5,430.5,4,7.485104428372469,11.928366214250278,True
54,2333333,3,Object 4,369.5,429.5,4,7.4552697058009505,11.898015122384267,True
55,2375000,3,Object 4,370.5,428.0,4,7.431732738536064,11.848302151194112,True
56,2416666,3,Object 4,372.0,428.0,4,7.415720371769458,11.851338499461523,True
57,2458333,3,Object 4,371.0,426.5,4,7.413462816558667,11.7974091908318,True
58,2500000,3,Object 4,373.0,426.0,4,7.387742150358812,11.78411870384,True
59,2541666,3,Object 4,373.0,427.5,4,7.40072535870588,11.836080057088754,True
60,2583333,3,Object 4,374.5,428.5,4,7.393348985546934,11.873664744167673,True
61,2625000,3,Object 4,374.0,429.0,4,7.403000579897054,11.88989792774548,True
62,2666666,3,Object 4,373.5,428.0,4,7.399704903359523,11.854375435878673,True
63,2708333,3,Object 4,377.0,427.0,4,7.353633497821455,11.826879027404916,True
64,2750000,3,Object 4,377.0,427.5,4,7.357980804453816,11.844180823013087,True
65,2791666,3,Object 4,375.0,427.0,4,7.3750206668037475,11.82282816562749,True
66,2833333,3,Object 4,374.5,426.0,4,7.37168822318094,11.787155893161051,True
67,2875000,3,Object 4,374.0,426.0,4,7.377039878521677,11.786143431208862,True
68,2916666,3,Object 4,373.5,422.5,4,7.3519109443924515,11.66322848016771,True
69,2958333,3,Object 4,372.5,417.5,4,7.318768908927173,11.485439299715273,True
70,3000000,3,Object 4,370.0,417.0,4,7.3413779502879235,11.462698397234746,True
71,3041666,3,Object 4,369.5,417.0,4,7.346781707444052,11.46168686364624,True
72,3083333,3,Object 4,367.5,415.0,4,7.3508088958976945,11.38671957701822,True
73,3125000,3,Object 4,366.5,413.5,4,7.348417150163062,11.331301860100659,True
74,3166666,3,Object 4,364.0,414.0,4,7.379924819304935,11.344066030754748,True
75,3208333,3,Object 4,361.0,414.5,4,7.416800900725178,11.355801753238008,True
76,3250000,3,Object 4,357.0,414.0,4,7.455746688912464,11.32992395092899,True
77,3291666,3,Object 4,354.5,414.0,4,7.48280908355903,11.324876349922198,True
78,3333333,3,Object 4,351.0,406.5,4,7.45545506320986,11.048487829985204,True
79,3375000,3,Object 4,348.0,406.0,4,7.483817257242983,11.024325255789897,True
80,3416666,3,Object 4,345.0,406.0,4,7.516553380708468,11.018278893618751,True
81,3458333,3,Object 4,342.0,404.5,4,7.536257603477313,10.957775380478544,True
82,3500000,3,Object 4,338.5,404.5,4,7.57448461027395,10.950728007167879,True
83,3541666,3,Object 4,334.5,403.5,4,7.609542657828029,10.906272245795696,True
84,3583333,3,Object 4,328.0,402.5,4,7.671988483706172,10.856715858416525,True
85,3625000,3,Object 4,322.5,401.0,4,7.719331259709209,10.790787372503322,True
86,3666666,3,Object 4,318.0,400.5,4,7.764319478212022,10.763420538723166,True
87,3708333,3,Object 4,314.0,402.0,4,7.820670779599425,10.810331616811633,True
88,3750000,3,Object 4,309.0,400.5,4,7.862725585721686,10.74536962569153,True
89,3791666,3,Object 4,305.5,400.0,4,7.896807276371384,10.720003731775826,True
90,3833333,3,Object 4,301.0,397.5,4,7.925267341282625,10.618927555885529,True
91,3875000,3,Object 4,297.0,395.5,4,7.952526927441039,10.53690448878489,True
92,3916666,3,Object 4,294.0,394.0,4,7.973041962399656,10.475175521983855,True
93,3958333,3,Object 4,291.0,393.5,4,8.001877730320961,10.450562068317836,True
94,4000000,3,Object 4,288.0,391.0,4,8.014254079625013,10.35116981489458,True
95,4041666,3,Object 4,285.0,389.0,4,8.030825627394327,10.270086098479927,True
96,4083333,3,Object 4,280.5,387.5,4,8.068170489541991,10.204569242117143,True
97,4125000,3,Object 4,277.0,387.0,4,8.10275214098039,10.178704389780172,True
98,4166666,3,Object 4,273.0,386.0,4,8.138807769830143,10.132896177922497,True
99,4208333,3,Object 4,270.0,388.0,4,8.188182028403952,10.202517609111837,True
100,4250000,3,Object 4,267.5,388.5,4,8.219775584054988,10.216386124527425,True
101,4291666,3,Object 4,266.0,389.0,4,8.24031230928996,10.232224507839424,True
102,4333333,3,Object 4,264.5,387.5,4,8.244819531757338,10.172705592280598,True
103,4375000,3,Object 4,264.0,386.5,4,8.242312010949604,10.133915937936361,True
104,4416666,3,Object 4,265.5,386.0,4,8.221721644007511,10.117969994924225,True
105,4458333,3,Object 4,265.5,386.0,4,8.221721644007511,10.117969994924225,True
106,4500000,3,Object 4,266.0,386.0,4,8.216196650666639,10.11896460604918,True
107,4541666,3,Object 4,266.5,385.5,4,8.206632940227859,10.10100822949215,True
108,4583333,3,Object 4,271.5,383.5,4,8.13499727902337,10.034936849115956,True
109,4625000,3,Object 4,275.0,382.5,4,8.08793131377661,10.003762968165143,True
110,4666666,3,Object 4,279.0,383.5,4,8.05177210984464,10.049869207104688,True
111,4708333,3,Object 4,283.5,383.0,4,7.997624265827424,10.03977505011465,True
112,4750000,3,Object 4,287.5,382.5,4,7.94894657464331,10.028666338968005,True
113,4791666,3,Object 4,291.0,382.0,4,7.905757688217393,10.016541655201378,True
114,4833333,3,Object 4,292.5,381.5,4,7.884800192494252,10.000407020648511,True
115,4875000,3,Object 4,292.5,382.0,4,7.889045983413747,10.019534055329261,True
116,4916666,3,Object 4,292.0,380.5,4,7.8818750212276685,9.96109062996195,True
117,4958333,3,Object 4,292.0,381.5,4,7.890374434075146,9.999409568493133,True
118,5000000,3,Object 4,292.0,382.0,4,7.894616928099232,10.01853652121858,True
119,5041666,3,Object 4,293.0,383.0,4,7.891958431388078,10.058721035787855,True
120,5083333,3,Object 4,295.0,385.0,4,7.886658353626055,10.138834376215383,True
121,5125000,3,Object 4,297.0,385.0,4,7.864442154732133,10.142828427928583,True
122,5166666,3,Object 4,300.5,383.0,4,7.808442261314963,10.073695565351564,True
123,5208333,3,Object 4,304.0,381.0,4,7.752161893785395,10.004216452503597,True
124,5250000,3,Object 4,308.5,380.5,4,7.697507391182265,9.994036742026713,True
125,5291666,3,Object 4,311.0,376.5,4,7.634333258861982,9.844860334318676,True
126,5333333,3,Object 4,313.0,376.5,4,7.611843189709736,9.848857409773434,True
127,5375000,3,Object 4,311.5,373.0,4,7.597620098803182,9.70979798401816,True
128,5416666,3,Object 4,312.5,373.5,4,7.590791496049503,9.731299482475407,True
129,5458333,3,Object 4,312.5,372.5,4,7.581859165656439,9.692268632648641,True
130,5500000,3,Object 4,313.5,374.0,4,7.58396976878543,9.752779331799674,True
131,5541666,3,Object 4,315.0,376.0,4,7.584897078896792,9.833484101271031,True
132,5583333,3,Object 4,317.5,375.5,4,7.552279584308119,9.819088850630855,True
133,5625000,3,Object 4,319.5,374.5,4,7.520756699878798,9.78423342648212,True
134,5666666,3,Object 4,321.5,373.5,4,7.489153024907531,9.749288670768156,True
135,5708333,3,Object 4,323.0,372.5,4,7.463126444877407,9.713254175579754,True
136,5750000,3,Object 4,324.5,372.0,4,7.44159534946213,9.696703287825363,True
137,5791666,3,Object 4,325.5,371.0,4,7.421129429561458,9.659533394351161,True
138,5833333,3,Object 4,328.0,370.0,4,7.383578569104844,9.625273297853877,True
139,5875000,3,Object 4,330.0,368.5,4,7.346985997582374,9.570211915081897,True
140,5916666,3,Object 4,331.0,368.5,4,7.335603624921807,9.572212450444928,True
141,5958333,3,Object 4,332.5,367.5,4,7.3092169118961205,9.53572398118933,True
142,6000000,3,Object 4,333.0,367.0,4,7.2988504574046225,9.516945170103156,True
143,6041666,3,Object 4,333.0,365.5,4,7.284818229907039,9.457470407811751,True
144,6083333,3,Object 4,335.0,363.0,4,7.238394583042899,9.361884321934463,True
145,6125000,3,Object 4,337.0,363.5,4,7.2201979878891995,9.385847648467184,True
146,6166666,3,Object 4,336.0,363.0,4,7.226928138340285,9.363883881204275,True
147,6208333,3,Object 4,338.5,362.0,4,7.188741835543765,9.328885903700337,True
148,6250000,3,Object 4,336.5,362.0,4,7.211709036773225,9.324886579609082,True
149,6291666,3,Object 4,340.0,362.0,4,7.171512252546238,9.331886125001828,True
150,6333333,3,Object 4,342.5,360.5,4,7.128392754211656,9.276713489736201,True
151,6375000,3,Object 4,344.5,361.0,4,7.110182456015037,9.300796688755252,True
152,6416666,3,Object 4,344.5,362.0,4,7.119801983797928,9.340890536183856,True
153,6458333,3,Object 4,346.5,363.0,4,7.106434493127721,9.384895990143598,True
154,6500000,3,Object 4,347.5,364.0,4,7.104566640461483,9.426808119225388,True
155,6541666,3,Object 4,348.0,365.0,4,7.108432249966162,9.46762698135233,True
156,6583333,3,Object 4,350.5,364.5,4,7.074965873540939,9.452740014305583,True
157,6625000,3,Object 4,352.0,361.5,4,7.028686767080371,9.335873416402439,True
158,6666666,3,Object 4,354.0,362.5,4,7.0153977776350125,9.379932472420698,True
159,6708333,3,Object 4,356.5,363.0,4,6.991515457198702,9.404935978956972,True
160,6750000,3,Object 4,358.0,363.0,4,6.974263849570972,9.407944375443048,True
161,6791666,3,Object 4,360.0,362.5,4,6.946351606430785,9.391964308295487,True
162,6833333,3,Object 4,365.5,363.0,4,6.887951927358062,9.422995754369305,True
163,6875000,3,Object 4,363.5,364.0,4,6.920818305962692,9.45889692888532,True
164,6916666,3,Object 4,364.0,365.0,4,6.924894869851189,9.499724920556599,True
165,6958333,3,Object 4,367.0,364.5,4,6.885505532355335,9.485850077281594,True
166,7000000,3,Object 4,369.0,367.0,4,6.887178047012325,9.589146048574936,True
167,7041666,3,Object 4,370.0,368.0,4,6.88555421812344,9.630707520143243,True
168,7083333,3,Object 4,373.5,370.0,4,6.865175106274374,9.716579244522704,True
169,7125000,3,Object 4,379.0,369.0,4,6.792370394945112,9.6882830707102,True
170,7166666,3,Object 4,380.0,370.5,4,6.795810581371367,9.749321808280193,True
171,7208333,3,Object 4,380.0,370.5,4,6.795810581371367,9.749321808280193,True
172,7250000,3,Object 4,380.0,372.5,4,6.815587590623607,9.827704129529652,True
173,7291666,3,Object 4,379.5,374.0,4,6.83605260273901,9.88524641241224,True
174,7333333,3,Object 4,381.0,371.0,4,6.789337027057901,9.770966606729734,True
175,7375000,3,Object 4,381.5,370.0,4,6.773691136989941,9.732692235695506,True
176,7416666,3,Object 4,385.5,369.5,4,6.722908833352933,9.721079531425307,True
177,7458333,3,Object 4,387.0,368.5,4,6.695681232320107,9.68468349792975,True
178,7500000,3,Object 4,387.0,370.0,4,6.710737362499258,9.743780228713264,True
179,7541666,3,Object 4,387.0,368.5,4,6.695681232320107,9.68468349792975,True
180,7583333,3,Object 4,388.0,367.5,4,6.674128598965982,9.647187555796874,True
181,7625000,3,Object 4,388.5,366.5,4,6.658274087880717,9.60859154533422,True
182,7666666,3,Object 4,388.0,367.5,4,6.674128598965982,9.647187555796874,True
183,7708333,3,Object 4,387.0,369.0,4,6.700705743285682,9.704405177293456,True
184,7750000,3,Object 4,384.5,369.5,4,6.734363113314059,9.71906351715801,True
185,7791666,3,Object 4,383.0,369.5,4,6.7515415706569,9.716040017190233,True
186,7833333,3,Object 4,381.5,369.0,4,6.763736062922075,9.69331931690171,True
187,7875000,3,Object 4,378.5,372.5,4,6.832693071715672,9.824680802805062,True
188,7916666,3,Object 4,377.5,373.0,4,6.849007569841071,9.842204383987319,True
189,7958333,3,Object 4,377.0,373.0,4,6.854704384348611,9.841196793717248,True
190,8000000,3,Object 4,376.5,373.0,4,6.8604008076910565,9.840189272632182,True
191,8041666,3,Object 4,377.0,373.5,4,6.859608100347444,9.860713036556152,True
192,8083333,3,Object 4,378.0,371.0,4,6.823611373256459,9.764921424033732,True
193,8125000,3,Object 4,374.5,374.0,4,6.892950010739771,9.875169048401295,True
194,8166666,3,Object 4,374.5,374.5,4,6.8978253144000305,9.894640058277647,True
195,8208333,3,Object 4,374.0,374.5,4,6.90350947889141,9.893632612721532,True
196,8250000,3,Object 4,373.5,374.5,4,6.90919325383833,9.892625236207198,True
197,8291666,3,Object 4,374.0,373.5,4,6.893760135337461,9.854668402264497,True
198,8333333,3,Object 4,373.5,373.5,4,6.899450774314245,9.853661205138161,True
199,8375000,3,Object 4,373.0,374.5,4,6.914876639280832,9.891617928727547,True
200,8416666,3,Object 4,371.0,375.5,4,6.947292209202886,9.926463220165296,True
201,8458333,3,Object 4,370.5,377.5,4,6.972258568626316,10.002936720737008,True
