frame_index,timestamp,object_id,label,x_pixel,y_pixel,object_number,x_m,y_m,inside_pool
76,3250000,1,Object 2,410.5,216.5,2,4.5099960181829415,2.4495938264779946,True
77,3291666,1,Object 2,412.0,215.5,2,4.473449997387522,2.394123633265668,True
78,3333333,1,Object 2,412.0,213.0,2,4.434885793828659,2.247814049208157,True
79,3375000,1,Object 2,411.0,213.0,2,4.449091660353395,2.245978370365549,True
80,3416666,1,Object 2,410.5,212.0,2,4.440723726177452,2.186250513931171,True
81,3458333,1,Object 2,409.0,207.0,2,4.384209096904528,1.8869548441041568,True
82,3500000,1,Object 2,405.5,202.5,2,4.363672303130505,1.6100977232242566,True
83,3541666,1,Object 2,401.0,197.0,2,4.341455002826583,1.2666579280989385,True
84,3583333,1,Object 2,392.5,192.0,2,4.385454337907611,0.9420740662130938,True
85,3625000,1,Object 2,387.5,190.0,2,4.4266646431313,0.8082208209217406,True
86,3666666,1,Object 2,382.5,188.5,2,4.476052644440284,0.7051913616043131,True
87,3708333,1,Object 2,378.0,188.5,2,4.542064783985391,0.6972642600947916,True
88,3750000,1,Object 2,372.5,190.0,2,4.646183883564278,0.7817331294756635,True
89,3791666,1,Object 2,367.5,193.0,2,4.765601311428372,0.9599468551656986,True
90,3833333,1,Object 2,361.0,197.5,2,4.928184903857208,1.2258775656983243,True
91,3875000,1,Object 2,355.5,201.0,2,5.05943542850182,1.4293462490004363,True
92,3916666,1,Object 2,350.0,207.0,2,5.225408935851754,1.7800905652747874,True
93,3958333,1,Object 2,345.0,213.5,2,5.3884337915365155,2.1547703252331427,True
94,4000000,1,Object 2,339.5,222.5,2,5.589397128186289,2.6645131011039562,True
95,4041666,1,Object 2,334.0,231.5,2,5.785230148902742,3.161242849183024,True
96,4083333,1,Object 2,324.5,248.5,2,6.1299976936884075,4.067398398061422,True
97,4125000,1,Object 2,319.0,261.0,2,6.353961097232192,4.709830948244701,True
98,4166666,1,Object 2,311.5,275.5,2,6.618803584060555,5.426296955420161,True
99,4208333,1,Object 2,306.0,290.5,2,6.853980894717943,6.1433663242328675,True
100,4250000,1,Object 2,300.0,308.5,2,7.11711312597925,6.969191720528797,True
101,4291666,1,Object 2,294.5,326.5,2,7.362616038718219,7.7593893664313836,True
102,4333333,1,Object 2,289.0,344.5,2,7.5974878174577665,8.515368693024046,True
103,4375000,1,Object 2,286.5,353.0,2,7.703779023981302,8.861287218137203,True
104,4416666,1,Object 2,284.0,365.0,2,7.838537498081391,9.339942507203034,True
105,4458333,1,Object 2,282.0,373.5,2,7.93430533260927,9.67050030852476,True
106,4500000,1,Object 2,281.5,381.0,2,8.003168426274252,9.959331768261798,True
107,4541666,1,Object 2,281.0,387.5,2,8.062644094727286,10.205566083690842,True
108,4583333,1,Object 2,277.0,394.5,2,8.163664150191694,10.45982639458312,True
109,4625000,1,Object 2,276.5,398.0,2,8.197198840794035,10.588416842713974,True
110,4666666,1,Object 2,273.5,400.5,2,8.249741156632805,10.674378255448385,True
111,4708333,1,Object 2,271.0,401.5,2,8.28479031084543,10.706027007241849,True
112,4750000,1,Object 2,267.5,402.5,2,8.330593845367487,10.73560140185028,True
113,4791666,1,Object 2,266.0,401.5,2,8.339073042855583,10.696057205054538,True
114,4833333,1,Object 2,264.0,400.5,2,8.353000806466179,10.655437043302214,True
115,4875000,1,Object 2,261.5,397.5,2,8.356817680285067,10.540068015557209,True
116,4916666,1,Object 2,260.5,392.0,2,8.324596301253816,10.333778874144475,True
117,4958333,1,Object 2,262.5,384.5,2,8.242813035301815,10.05508840614211,True
118,5000000,1,Object 2,267.5,376.0,2,8.117848734318581,9.738829655713179,True
119,5041666,1,Object 2,276.0,368.0,2,7.955050437597354,9.442868562305962,True
120,5083333,1,Object 2,288.0,363.0,2,7.7755315874756565,9.26821646723082,True
121,5125000,1,Object 2,296.5,359.5,2,7.647304793488993,9.144778884689234,True
122,5166666,1,Object 2,302.0,359.0,2,7.579750954581891,9.135570370024347,True
123,5208333,1,Object 2,306.5,357.5,2,7.514387826487302,9.083950985180248,True
124,5250000,1,Object 2,308.5,357.0,2,7.486786723185811,9.06769180522411,True
125,5291666,1,Object 2,309.5,356.0,2,7.466041222040232,9.029134628499952,True
126,5333333,1,Object 2,310.5,354.0,2,7.435949638162212,8.949745035137697,True
127,5375000,1,Object 2,310.0,355.0,2,7.45101353694241,8.98948760247672,True
128,5416666,1,Object 2,310.0,354.0,2,7.44172591034193,8.948750943088239,True
129,5458333,1,Object 2,309.0,352.0,2,7.434665038344561,8.865004089336269,True
130,5500000,1,Object 2,306.5,352.0,2,7.4636072661027555,8.86003802608144,True
131,5541666,1,Object 2,303.0,350.5,2,7.490221027621182,8.791522118880097,True
132,5583333,1,Object 2,297.0,349.0,2,7.545926161176741,8.717842880485016,True
133,5625000,1,Object 2,293.5,349.0,2,7.586523848326065,8.710908378018733,True
134,5666666,1,Object 2,289.5,350.5,2,7.646545377294906,8.764759627246882,True
135,5708333,1,Object 2,286.5,353.5,2,7.708270232171806,8.88170895403476,True
136,5750000,1,Object 2,285.5,358.0,2,7.759913623444716,9.062452679020687,True
137,5791666,1,Object 2,284.0,360.5,2,7.799154388371529,9.160166257408935,True
138,5833333,1,Object 2,283.5,359.5,2,7.796063256167691,9.118969200397359,True
139,5875000,1,Object 2,282.0,357.0,2,7.791171207115169,9.015074154477198,True
140,5916666,1,Object 2,281.0,352.0,2,7.758240260686102,8.809483310657134,True
141,5958333,1,Object 2,283.0,347.0,2,7.690109810500579,8.607430301291531,True
142,6000000,1,Object 2,285.5,345.0,2,7.642840243103066,8.529284648716276,True
143,6041666,1,Object 2,289.5,342.5,2,7.573192591424604,8.43277197144546,True
144,6083333,1,Object 2,292.0,338.0,2,7.501939967138696,8.248183133322966,True
145,6125000,1,Object 2,295.0,335.5,2,7.443012408605526,8.147925966649451,True
146,6166666,1,Object 2,299.0,334.5,2,7.386256030103176,8.113167132523682,True
147,6208333,1,Object 2,304.0,334.0,2,7.322325173830336,8.101670667789037,True
148,6250000,1,Object 2,309.5,333.5,2,7.252347568877878,8.09113991005569,True
149,6291666,1,Object 2,314.0,331.5,2,7.179320574694649,8.014194508676985,True
150,6333333,1,Object 2,318.0,329.0,2,7.106865283647732,7.914211387669791,True
151,6375000,1,Object 2,321.0,325.0,2,7.030736263072055,7.746149149232417,True
152,6416666,1,Object 2,326.0,321.5,2,6.934851395067411,7.602372685639247,True
153,6458333,1,Object 2,331.5,317.5,2,6.826776468571316,7.4359975094645545,True
154,6500000,1,Object 2,336.0,316.0,2,6.7563108801781935,7.3779511894523395,True
155,6541666,1,Object 2,341.0,315.0,2,6.684792264510878,7.343053082280782,True
156,6583333,1,Object 2,348.0,316.0,2,6.610228241529039,7.401605949031148,True
157,6625000,1,Object 2,356.0,315.5,2,6.507240935288472,7.395031632176896,True
158,6666666,1,Object 2,368.0,314.5,2,6.34951179562363,7.373923238977935,True
159,6708333,1,Object 2,380.5,317.0,2,6.224573186153195,7.510553443545262,True
160,6750000,1,Object 2,391.5,321.0,2,6.135508272750452,7.710021739097607,True
161,6791666,1,Object 2,403.5,325.5,2,6.040727937926602,7.931732263072657,True
162,6833333,1,Object 2,416.5,331.5,2,5.951903741630321,8.218170306877381,True
163,6875000,1,Object 2,429.0,339.5,2,5.893044654255645,8.584762895241767,True
164,6916666,1,Object 2,441.5,348.0,2,5.840882658770991,8.9657577489735,True
165,6958333,1,Object 2,455.5,357.5,2,5.783365386857802,9.383405750983819,True
166,7000000,1,Object 2,461.5,354.5,2,5.67859361173736,9.273591036173267,True
167,7041666,1,Object 2,465.0,355.5,2,5.648820974838569,9.321467644117675,True
168,7083333,1,Object 2,499.0,404.5,2,5.803116993728695,11.277290035177012,True
169,7125000,1,Object 2,512.0,420.0,2,5.823975397923629,11.85850702589248,True
170,7166666,1,Object 2,523.0,437.5,2,5.886339214234994,12.484896276322216,True
171,7208333,1,Object 2,531.0,450.0,2,5.927994631131704,12.918833240346457,True
172,7250000,1,Object 2,536.5,461.5,2,5.984916642134492,13.304498959936629,True
173,7291666,1,Object 2,541.0,471.5,2,6.036271722006893,13.631968904016993,True
174,7333333,1,Object 2,543.5,477.5,2,6.068652225924246,13.82486554032691,True
175,7375000,1,Object 2,543.5,478.0,2,6.073482714920585,13.840404624269501,True
176,7416666,1,Object 2,541.5,476.5,2,6.079645780525893,13.789610586214684,True
177,7458333,1,Object 2,534.5,470.5,2,6.094083511210475,13.587033541051609,True
178,7500000,1,Object 2,526.0,463.0,2,6.109752020091369,13.330983224935762,True
179,7541666,1,Object 2,517.5,459.0,2,6.15987824391,13.18470058926257,True
180,7583333,1,Object 2,504.5,450.5,2,6.214055861922241,12.880658151815824,True
181,7625000,1,Object 2,497.0,448.0,2,6.269163074704258,12.782717233692772,True
182,7666666,1,Object 2,490.0,447.0,2,6.333719281149785,12.735198865191204,True
183,7708333,1,Object 2,486.0,447.5,2,6.380949321089489,12.743554170528277,True
184,7750000,1,Object 2,483.5,447.5,2,6.407438497164265,12.738420356834725,True
185,7791666,1,Object 2,483.0,447.0,2,6.407947234774597,12.720820703834695,True
186,7833333,1,Object 2,483.5,445.0,2,6.3834319606092516,12.655377845983836,True
187,7875000,1,Object 2,484.5,443.5,2,6.358323844835985,12.607392543774752,True
188,7916666,1,Object 2,487.5,442.5,2,6.316670459036464,12.580106527965707,True
189,7958333,1,Object 2,491.0,440.5,2,6.259771856027414,12.520187094032885,True
190,8000000,1,Object 2,495.5,438.0,2,6.186926945702107,12.445143623992443,True
191,8041666,1,Object 2,502.5,435.0,2,6.081704698849809,12.357791928592313,True
192,8083333,1,Object 2,517.0,431.5,2,5.88936453744931,12.268120805302983,True
193,8125000,1,Object 2,530.0,431.0,2,5.743143829175378,12.277807207396162,True
194,8166666,1,Object 2,547.5,431.0,2,5.552886370907926,12.314009319759478,True
195,8208333,1,Object 2,578.0,429.0,2,5.1979981634592125,12.308503924091717,True
196,8250000,1,Object 2,619.5,426.5,2,4.712923504961093,12.308611793176631,True
197,8291666,1,Object 2,653.5,425.0,2,4.318242956578254,12.327777138464526,True
198,8333333,1,Object 2,694.5,426.5,2,3.8804577255037085,12.466194640052457,True
199,8375000,1,Object 2,732.0,428.5,2,3.487513603848091,12.614736652268952,True
200,8416666,1,Object 2,771.0,432.0,2,3.097942677828813,12.817995663529432,True
201,8458333,1,Object 2,808.5,436.0,2,2.733166334492858,13.034490035452919,True
202,8500000,1,Object 2,844.0,441.5,2,2.41361443876839,13.296200190349873,True
203,8541666,1,Object 2,883.5,445.0,2,2.022526246456596,13.49825782029294,True
204,8583333,1,Object 2,936.5,457.0,2,1.6095440882877594,14.006983212462455,True
205,8625000,1,Object 2,969.5,470.0,2,1.4396826623974117,14.493878715890329,True
206,8666666,1,Object 2,987.0,471.5,2,1.2699641843710288,14.579203303122336,True
207,8708333,1,Object 2,1001.0,474.5,2,1.161781847288634,14.70360465286709,True
208,8750000,1,Object 2,1012.5,479.0,2,1.104369060902684,14.868321115076174,True
209,8791666,1,Object 2,1021.5,480.5,2,1.0289008159812205,14.934245748934334,True
210,8833333,1,Object 2,1027.0,481.0,2,0.9764642302256243,14.961670568150643,True
211,8875000,1,Object 2,1032.5,483.0,2,0.9471153372162261,15.03504561805953,True
212,8916666,1,Object 2,1036.5,488.5,2,0.9876975629519824,15.211085543474264,True
213,8958333,1,Object 2,1038.0,484.0,2,0.9024959537500636,15.077668542462309,True
214,9000000,1,Object 2,1038.0,495.5,2,1.077355537246702,15.424459921850875,True
215,9041666,1,Object 2,1037.5,486.0,2,0.9386524715564235,15.137490811177999,True
216,9083333,1,Object 2,1034.0,487.5,2,0.9995992952695569,15.175338316434996,True
217,9125000,1,Object 2,1032.0,491.0,2,1.0743204718984,15.276617229118868,True
218,9166666,1,Object 2,1029.0,492.0,2,1.121781243029196,15.300096518696414,True
219,9208333,1,Object 2,1027.0,492.0,2,1.1433652718172362,15.295720063775807,True
220,9250000,1,Object 2,1024.5,498.0,2,1.2595724119890157,15.469225902834632,True
221,9291666,1,Object 2,1023.0,489.0,2,1.1415311953932488,15.196630794569348,True
222,9333333,1,Object 2,1023.0,490.0,2,1.156558109859101,15.226807532889135,True
223,9375000,1,Object 2,1023.5,489.0,2,1.136119910372149,15.19772487029305,True
224,9416666,1,Object 2,1024.5,488.0,2,1.1102190527607458,15.169673309689857,True
225,9458333,1,Object 2,1027.0,488.0,2,1.0831231037126898,15.175146425176647,True
226,9500000,1,Object 2,1029.5,489.5,2,1.0787155121775416,15.225954168355733,True
227,9541666,1,Object 2,1033.0,489.5,2,1.0408199585520839,15.2336197151606,True
228,9583333,1,Object 2,1038.5,490.5,2,0.9964387904616792,15.275810960946725,True
229,9625000,1,Object 2,1042.0,490.5,2,0.9585435831557798,15.283483764746917,True
230,9666666,1,Object 2,1044.0,490.5,2,0.9368816712899022,15.287869744175454,True
231,9708333,1,Object 2,1045.0,490.0,2,0.9184109960498342,15.275003180143647,True
232,9750000,1,Object 2,1044.5,488.5,2,0.9008786072333835,15.228630541241108,True
233,9791666,1,Object 2,1041.0,484.5,2,0.8774844077134692,15.099505917514747,True
234,9833333,1,Object 2,1033.0,480.0,2,0.8954302827712115,14.944075226133842,True
235,9875000,1,Object 2,1023.5,477.0,2,0.9532149671880976,14.830572437582031,True
236,9916666,1,Object 2,1012.5,473.5,2,1.020094675564215,14.697586479768717,True
237,9958333,1,Object 2,998.0,471.5,2,1.1489638861164138,14.603250355039096,True
238,10000000,1,Object 2,978.0,467.5,2,1.3084265512810567,14.433525706265302,True
239,10041666,1,Object 2,946.5,459.0,2,1.5285392918151055,14.093362341814574,True
0,83333,2,Object 3,160.5,316.0,3,8.8637946228934,7.036692147918257,True
1,125000,2,Object 3,159.5,317.0,3,8.883528908059205,7.079253713068075,True
2,166666,2,Object 3,158.5,317.5,3,8.89929242827157,7.099533275285144,True
3,208333,2,Object 3,156.5,319.5,3,8.938542801119878,7.1842208662411196,True
4,250000,2,Object 3,154.5,321.5,3,8.97759309096971,7.268476753090803,True
5,291666,2,Object 3,151.5,323.5,3,9.028175608834983,7.3503803155358804,True
6,333333,2,Object 3,147.0,325.5,3,9.096036168397795,7.428970276751945,True
7,375000,2,Object 3,143.5,327.5,3,9.15187176154489,7.509059498035553,True
8,416666,2,Object 3,139.0,332.5,3,9.240984234762701,7.715636794236114,True
9,458333,2,Object 3,133.0,334.0,3,9.3212181148438,7.76814473520801,True
10,500000,2,Object 3,128.5,335.0,3,9.380275245790921,7.802058733389579,True
11,541666,2,Object 3,124.5,335.5,3,9.42988804690799,7.815607321201015,True
12,583333,2,Object 3,121.5,335.0,3,9.46092257922075,7.788580693817593,True
13,625000,2,Object 3,117.5,334.5,3,9.503497352413815,7.7596104148173595,True
14,666666,2,Object 3,117.5,333.0,3,9.493051642082023,7.695635856938446,True
15,708333,2,Object 3,115.0,330.5,3,9.504485737457838,7.583706279752986,True
16,750000,2,Object 3,112.0,330.0,3,9.535711939737194,7.556449170496178,True
17,791666,2,Object 3,111.5,328.5,3,9.531067676078104,7.490836539049535,True
18,833333,2,Object 3,108.0,327.0,3,9.56123517657453,7.4192488062945925,True
19,875000,2,Object 3,103.5,326.5,3,9.6100094504636,7.38895886006196,True
20,916666,2,Object 3,99.5,326.0,3,9.653007233673518,7.359607981553295,True
21,958333,2,Object 3,97.5,324.5,3,9.665990624254379,7.29053016699479,True
22,1000000,2,Object 3,97.0,324.0,3,9.668389340116645,7.267771825511161,True
23,1041666,2,Object 3,96.5,323.5,3,9.670790750641732,7.244987917824521,True
24,1083333,2,Object 3,96.0,322.0,3,9.666353175186785,7.178389533115427,True
25,1125000,2,Object 3,96.0,322.0,3,9.666353175186785,7.178389533115427,True
26,1166666,2,Object 3,95.5,321.5,3,9.668759019025176,7.15550236550341,True
27,1208333,2,Object 3,95.5,320.0,3,9.658464253524073,7.089543838635591,True
28,1250000,2,Object 3,97.0,319.0,3,9.634026320676293,7.04829661265407,True
29,1291666,2,Object 3,98.0,320.0,3,9.629241582508703,7.094308306502427,True
30,1333333,2,Object 3,99.0,318.5,3,9.60714132612673,7.030013628026848,True
31,1375000,2,Object 3,99.0,316.5,3,9.593205121228038,6.941373426187689,True
32,1416666,2,Object 3,103.0,316.0,3,9.54269207444277,6.926760152278193,True
33,1458333,2,Object 3,105.5,315.5,3,9.509745225363877,6.909264240537398,True
34,1500000,2,Object 3,108.5,314.5,3,9.46727864158835,6.8703813038747645,True
35,1541666,2,Object 3,111.5,313.5,3,9.424690826836418,6.83138736660982,True
36,1583333,2,Object 3,118.0,312.5,3,9.340568144294513,6.798947184951131,True
37,1625000,2,Object 3,124.5,312.0,3,9.259884327008844,6.78887966254643,True
38,1666666,2,Object 3,129.0,311.5,3,9.202768079393493,6.774975994983125,True
39,1708333,2,Object 3,132.0,311.5,3,9.167152896984652,6.78069803070906,True
40,1750000,2,Object 3,138.5,310.5,3,9.082264844292602,6.748044867679069,True
41,1791666,2,Object 3,144.5,310.0,3,9.006943885821807,6.736927760110658,True
42,1833333,2,Object 3,148.0,310.0,3,8.965218584842512,6.743613754991745,True
43,1875000,2,Object 3,151.0,309.0,3,8.92155158673574,6.704110889248812,True
44,1916666,2,Object 3,153.0,307.5,3,8.885748286059991,6.639867709652835,True
45,1958333,2,Object 3,153.0,305.0,3,8.86580084508318,6.525869333205818,True
46,2000000,2,Object 3,156.5,302.0,3,8.799496753568771,6.394811106566289,True
47,2041666,2,Object 3,158.0,302.0,3,8.781402219707,6.397669125579097,True
48,2083333,2,Object 3,158.5,300.0,3,8.759034261269363,6.306227344816255,True
49,2125000,2,Object 3,157.5,299.5,3,8.767040882160297,6.281154428370177,True
50,2166666,2,Object 3,157.5,299.0,3,8.762947096336267,6.25795631610049,True
51,2208333,2,Object 3,159.0,297.0,3,8.728307319512878,6.167726769451247,True
52,2250000,2,Object 3,156.0,297.5,3,8.768833435706341,6.185338980612246,True
53,2291666,2,Object 3,156.5,295.5,3,8.746312146026618,6.092864744208749,True
54,2333333,2,Object 3,157.5,294.5,3,8.725873998408142,6.047875494853374,True
55,2375000,2,Object 3,157.5,294.0,3,8.721729143917283,6.024387993563953,True
56,2416666,2,Object 3,156.5,293.5,3,8.729774520043597,5.9989752480110825,True
57,2458333,2,Object 3,154.5,290.5,3,8.729293571906004,5.853477024994058,True
58,2500000,2,Object 3,154.5,289.5,3,8.720963341316251,5.806005028012629,True
59,2541666,2,Object 3,154.5,288.5,3,8.712612247212006,5.758414134839016,True
60,2583333,2,Object 3,155.0,288.0,3,8.70228947305741,5.735518429025105,True
61,2625000,2,Object 3,154.5,287.0,3,8.700046315185485,5.686803885782333,True
62,2666666,2,Object 3,153.5,285.0,3,8.69554357765654,5.589018168241034,True
63,2708333,2,Object 3,155.5,284.5,3,8.666662136264858,5.568737339353352,True
64,2750000,2,Object 3,155.5,285.0,3,8.670890532569631,5.592788562962199,True
65,2791666,2,Object 3,153.0,283.5,3,8.689065137318751,5.515835827214576,True
66,2833333,2,Object 3,153.5,281.5,3,8.665946098088176,5.420030296254088,True
67,2875000,2,Object 3,153.5,283.5,3,8.682890910677832,5.516777311962969,True
68,2916666,2,Object 3,155.0,282.5,3,8.655879393581898,5.471287817853798,True
69,2958333,2,Object 3,154.0,281.5,3,8.659755166536073,5.420970581106187,True
70,3000000,2,Object 3,153.0,279.5,3,8.65512223390656,5.3218542590832785,True
71,3041666,2,Object 3,152.5,279.5,3,8.661328552328966,5.320915411985035,True
72,3083333,2,Object 3,152.0,278.0,3,8.654741578718928,5.246727887189999,True
73,3125000,2,Object 3,151.5,275.5,3,8.63954993071799,5.123089082480074,True
74,3166666,2,Object 3,151.5,276.0,3,8.643842687194851,5.1476917256015575,True
75,3208333,2,Object 3,151.0,274.5,3,8.637194079442857,5.072854458012259,True
76,3250000,2,Object 3,150.0,272.5,3,8.632464859305799,4.972011675567311,True
77,3291666,2,Object 3,149.5,271.5,3,8.630091446971033,4.921402590603958,True
78,3333333,2,Object 3,148.0,270.0,3,8.63594149913639,4.843855459350243,True
79,3375000,2,Object 3,147.5,270.5,3,8.646541686600266,4.867871587464759,True
80,3416666,2,Object 3,147.0,270.0,3,8.648501463754858,4.841992276686855,True
81,3458333,2,Object 3,145.5,269.0,3,8.658714794280568,4.789209388483996,True
82,3500000,2,Object 3,145.5,269.0,3,8.658714794280568,4.789209388483996,True
83,3541666,2,Object 3,145.0,269.0,3,8.665000997398753,4.788278838046148,True
84,3583333,2,Object 3,145.5,269.0,3,8.658714794280568,4.789209388483996,True
85,3625000,2,Object 3,146.0,269.0,3,8.652428109565546,4.790140010212918,True
86,3666666,2,Object 3,146.5,268.5,3,8.641812734256423,4.766027531050542,True
87,3708333,2,Object 3,148.5,269.5,3,8.62532690827579,4.819806698433511,True
88,3750000,2,Object 3,149.0,269.5,3,8.61904153140683,4.820738108889199,True
89,3791666,2,Object 3,150.5,270.0,3,8.604533175876252,4.848514663827482,True
90,3833333,2,Object 3,151.0,270.5,3,8.602599349951614,4.874396975715671,True
91,3875000,2,Object 3,152.5,270.5,3,8.583759716308835,4.877194640414455,True
92,3916666,2,Object 3,153.5,271.0,3,8.57556220352832,4.903980205965728,True
93,3958333,2,Object 3,153.5,271.0,3,8.57556220352832,4.903980205965728,True
94,4000000,2,Object 3,155.0,271.5,3,8.561099538671257,4.931669285138722,True
95,4041666,2,Object 3,155.0,271.0,3,8.556727928061987,4.9067800077200046,True
